trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,stage,environment,parameter,value,setting,algorithm_key,canonical_algorithm,dga_iterations,comm_label,target_count_condition,scenario_generation_seed,scenario_sha256,out_dir,run_id
6,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.11659603038959,33.11659603038959,0,0,0,62,20,66,0,8,3,2,1,5.0,1,191,0,213,636,0,67,146,133,80,0.0,42.6,16.0,acbba_entry:80;collision_intent:67;state:66,0.3500000000000001,0.13636363636363646,83,17.4701,0.3761,5.9989,0.1641,83,11.4712,0.212,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
7,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,38.63051853487428,38.63051853487428,0,0,0,78,23,82,0,9,2,2,0,0.0,0,208,0,253,756,0,82,171,164,89,0.0,50.6,17.8,acbba_entry:89;collision_intent:82;state:82,0.55,0.0792682926829269,72,14.3192,0.2974,4.9962,0.1248,72,9.323,0.1753,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
8,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,28.665479059118816,28.665479059118816,0,0,0,55,17,59,0,3,1,1,0,0.0,0,163,0,197,588,0,60,137,119,78,0.0,39.4,15.6,acbba_entry:78;collision_intent:60;state:59,0.1499999999999999,0.08898305084745761,75,18.2959,0.3985,6.5748,0.2818,75,11.7211,0.2067,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
9,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,32.055855333344915,32.055855333344915,0,0,0,53,19,57,0,5,0,0,0,0.0,0,190,0,174,519,0,57,117,114,60,0.0,34.8,12.0,acbba_entry:60;collision_intent:57;state:57,0.3500000000000001,0.13596491228070184,98,17.8251,0.374,5.738,0.1566,98,12.0871,0.2174,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
10,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,37.088693941996965,37.088693941996965,0,0,0,44,22,48,0,1,0,0,0,0.0,0,242,0,145,432,0,47,98,95,50,0.0,29.0,10.0,acbba_entry:50;collision_intent:47;state:48,0.44999999999999996,0.25,164,31.492,0.4439,9.4379,0.1804,164,22.0541,0.2635,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
11,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.04106805546332,33.04106805546332,0,0,0,37,20,41,0,2,0,0,0,0.0,0,222,0,138,411,0,42,96,83,55,0.0,27.6,11.0,acbba_entry:55;collision_intent:42;state:41,0.3500000000000001,0.32317073170731714,159,39.1642,0.3897,11.6548,0.1741,159,27.5094,0.2746,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
12,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,38.41470905524585,38.41470905524585,0,0,0,53,23,57,0,4,0,0,0,0.0,0,243,0,181,540,0,57,124,114,67,0.0,36.2,13.4,acbba_entry:67;collision_intent:57;state:57,0.55,0.30263157894736836,147,40.6122,0.503,12.9341,0.1724,147,27.6781,0.4184,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
13,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,31.276462947909323,31.276462947909323,0,0,0,49,19,53,0,2,0,0,0,0.0,0,188,0,178,531,0,53,125,106,72,0.0,35.6,14.4,acbba_entry:72;collision_intent:53;state:53,0.44999999999999996,0.1556603773584906,109,28.5281,0.5081,9.2677,0.2354,109,19.2604,0.3063,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
14,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,35.00634768784298,35.00634768784298,0,0,0,75,21,79,0,10,0,0,0,0.0,0,183,0,238,711,0,77,161,156,82,0.0,47.6,16.4,acbba_entry:82;collision_intent:77;state:79,0.3500000000000001,0.053797468354430444,51,15.3042,0.4302,5.5037,0.191,51,9.8005,0.2657,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
15,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,31.03961016680625,31.03961016680625,0,0,0,61,19,65,0,2,1,1,0,0.0,0,173,0,186,555,0,65,121,130,56,0.0,37.2,11.2,acbba_entry:56;collision_intent:65;state:65,0.1499999999999999,0.11923076923076925,64,11.0195,0.3768,3.7447,0.1641,64,7.2748,0.2127,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
16,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.12009534651358,33.12009534651358,0,0,0,71,20,75,0,3,2,2,0,0.0,0,178,0,262,783,0,77,185,152,110,0.0,52.4,22.0,acbba_entry:110;collision_intent:77;state:75,0.3500000000000001,0.043333333333333224,66,13.1517,0.2985,4.6716,0.1118,66,8.4801,0.2283,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
17,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,34.72734676513075,34.72734676513075,0,0,0,67,21,70,1,7,1,1,0,0.0,0,196,0,221,654,0,70,151,141,80,0.0,44.2,16.0,acbba_entry:80;collision_intent:70;state:71,0.3500000000000001,0.12857142857142856,76,21.2399,0.4266,7.3148,0.2484,76,13.9251,0.2159,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
18,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,38.24470973193735,38.24470973193735,0,0,0,51,23,55,0,8,0,0,0,0.0,0,244,0,187,558,0,55,132,110,77,0.0,37.4,15.4,acbba_entry:77;collision_intent:55;state:55,0.44999999999999996,0.20454545454545459,159,35.9452,0.3891,10.9982,0.1959,159,24.947,0.232,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
19,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.4896268505275,33.4896268505275,0,0,0,49,20,53,0,3,0,0,0,0.0,0,205,0,170,507,0,53,117,106,64,0.0,34.0,12.8,acbba_entry:64;collision_intent:53;state:53,0.3500000000000001,0.2688679245283019,122,31.8497,0.4381,10.0689,0.1832,122,21.7808,0.35,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
20,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,35.68582055068443,35.68582055068443,0,0,0,59,21,63,0,5,0,0,0,0.0,0,210,0,187,558,0,62,125,125,62,0.0,37.4,12.4,acbba_entry:62;collision_intent:62;state:63,0.44999999999999996,0.1626984126984128,105,26.9501,0.3907,8.6998,0.1735,105,18.2503,0.2283,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
21,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.89247728343906,33.89247728343906,1,1,1,61,20,63,2,6,0,0,0,0.0,0,194,0,209,624,0,64,145,129,80,0.0,41.8,16.0,acbba_entry:80;collision_intent:64;state:65,0.3500000000000001,0.08333333333333326,94,24.9626,0.4035,7.8404,0.1762,94,17.1222,0.2453,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
22,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,40.31869761474672,40.31869761474672,0,0,0,92,24,95,1,8,0,0,0,0.0,0,205,0,272,813,0,94,178,190,82,0.0,54.4,16.4,acbba_entry:82;collision_intent:94;state:96,0.3500000000000001,0.03421052631578947,41,12.2827,0.4029,4.5023,0.2093,41,7.7804,0.3121,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
23,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,23.051538275841526,23.051538275841526,0,0,0,48,14,52,0,4,0,0,0,0.0,0,125,0,161,480,0,50,111,102,59,0.0,32.2,11.8,acbba_entry:59;collision_intent:50;state:52,0.1499999999999999,0.08653846153846145,45,12.5909,0.3971,4.3351,0.1722,45,8.2558,0.2249,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
24,known_visit,ACBBA,ideal,1.0,19,361,4,5,targets_5_acbba_h1_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,32.121585231174976,32.121585231174976,0,0,0,66,19,68,2,5,0,0,0,0.0,0,172,0,220,657,0,69,151,139,81,0.0,44.0,16.2,acbba_entry:81;collision_intent:69;state:70,0.44999999999999996,0.07352941176470584,63,14.0059,0.5589,4.8524,0.2009,63,9.1535,0.3927,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,acbba,ACBBA,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/ideal/targets_5_acbba_h1_ideal,targets_5_acbba_h1_ideal
0,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.227134356722814,33.227134356722814,0,0,0,66,20,70,0,3,0,0,0,0.0,0,181,0,151,388,62,68,83,138,13,0.25203252032520324,30.2,2.6,collision_intent:68;hipc_clear_bundle:3;hipc_entry:10;state:70,0.3500000000000001,0.10000000000000009,52,19.329,0.5713,9.7009,0.3191,52,9.6281,0.2522,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,21.34819393260328,21.34819393260328,0,0,0,37,13,41,0,0,0,0,0,0.0,0,128,0,90,224,45,40,50,81,9,0.30201342281879195,18.0,1.8,collision_intent:40;hipc_clear_bundle:3;hipc_entry:6;state:41,0.1499999999999999,0.11585365853658547,57,20.0095,0.5972,9.3957,0.3639,57,10.6138,0.2732,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,26.380267950288523,26.380267950288523,0,0,0,42,16,46,0,2,0,0,0,0.0,0,158,0,106,282,34,46,60,92,14,0.19101123595505617,21.2,2.8,collision_intent:46;hipc_clear_bundle:5;hipc_entry:9;state:46,0.3500000000000001,0.17391304347826098,84,22.232,0.4905,9.8604,0.2761,84,12.3716,0.2552,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.167495584124644,36.167495584124644,0,0,0,43,22,47,0,3,0,0,0,0.0,0,236,0,108,272,46,47,61,94,14,0.25555555555555554,21.6,2.8,collision_intent:47;hipc_clear_bundle:4;hipc_entry:10;state:47,0.3500000000000001,0.29255319148936176,157,43.7225,0.6047,17.5551,0.3871,157,26.1674,0.3052,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.51603975560347,36.51603975560347,1,1,1,83,22,84,3,3,4,3,1,5.0,1,191,0,192,502,72,89,103,176,16,0.23452768729641693,38.4,3.2,collision_intent:89;hipc_clear_bundle:4;hipc_entry:12;state:87,0.44999999999999996,0.017857142857142794,22,9.1614,0.6277,4.6597,0.3774,22,4.5017,0.2544,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,37.38472165473435,37.38472165473435,1,1,1,53,22,55,2,3,0,0,0,0.0,0,232,0,130,322,66,57,73,114,16,0.30414746543778803,26.0,3.2,collision_intent:57;hipc_clear_bundle:5;hipc_entry:11;state:57,0.44999999999999996,0.25,132,41.7333,0.5792,18.1439,0.3537,132,23.5894,0.284,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,32.73170443611348,32.73170443611348,0,0,0,52,20,56,0,3,0,0,0,0.0,0,196,0,125,317,55,55,70,111,14,0.26570048309178745,25.0,2.8,collision_intent:55;hipc_clear_bundle:5;hipc_entry:9;state:56,0.3500000000000001,0.2321428571428572,102,31.1759,0.7787,14.0865,0.4162,102,17.0894,0.3625,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,38.476198944594444,38.476198944594444,0,0,0,82,23,85,1,3,1,1,0,0.0,0,202,0,189,496,69,86,103,172,17,0.2247557003257329,37.8,3.4,collision_intent:86;hipc_clear_bundle:4;hipc_entry:13;state:86,0.55,0.061764705882352944,43,15.9746,0.5963,8.6253,0.3816,43,7.3493,0.2482,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,24.65901872263394,24.65901872263394,0,0,0,48,15,52,0,2,0,0,0,0.0,0,136,0,115,300,44,51,64,103,12,0.23036649214659685,23.0,2.4,collision_intent:51;hipc_clear_bundle:3;hipc_entry:9;state:52,0.3500000000000001,0.14423076923076916,47,13.4529,0.5916,6.9071,0.3512,47,6.5458,0.2675,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,31.49679814826731,31.49679814826731,0,0,0,65,19,66,3,0,0,0,0,0.0,0,173,0,148,364,74,68,80,137,11,0.3162393162393162,29.6,2.2,collision_intent:68;hipc_clear_bundle:3;hipc_entry:8;state:69,0.1499999999999999,0.08333333333333326,47,16.8198,0.6392,8.6731,0.35,47,8.1467,0.2892,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
10,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.70024155185875,36.70024155185875,0,0,0,42,22,46,0,0,0,0,0,0.0,0,241,0,104,261,49,46,58,92,12,0.28488372093023256,20.8,2.4,collision_intent:46;hipc_clear_bundle:3;hipc_entry:9;state:46,0.44999999999999996,0.28260869565217384,164,38.1146,0.607,15.8107,0.386,164,22.3039,0.2693,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
11,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,5,targets_5_hipc_h1_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.355436057653925,33.355436057653925,0,0,0,45,20,49,0,1,0,0,0,0.0,0,212,0,107,270,48,47,60,96,11,0.2711864406779661,21.4,2.2,collision_intent:47;hipc_clear_bundle:2;hipc_entry:9;state:49,0.3500000000000001,0.3622448979591837,130,37.7239,0.5735,16.0026,0.3465,130,21.7213,0.2635,completed,target_load_horizon_pilot,known,commitment_horizon,1,h1,hipc,HIPC,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h1/bernoulli/targets_5_hipc_h1_bernoulli_025,targets_5_hipc_h1_bernoulli_025
